Original comparison,Species,Majority protein IDs,Fasta headers,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],A1 (raw),A2 (raw),A3 (raw),B1 (raw),B2 (raw),B3 (raw),A1 (log),A2 (log),A3 (log),B1 (log),B2 (log),B3 (log),-Log10 (welch p value),Welch p-value,BH corrected Welch p-value,welch Difference,Z-score,ABS(z-score),"Filtering 1(Welch p-value<0,05)","Filtering 2(BH corrected Welch p-value <0,05)","Filtering 3(Welch p-value<0,05 and z-score>1)",rank
50Vs5,yeast,Q08985,>sp|Q08985|SAM4_YEAST Homocysteine S-methyltransferase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SAM4 PE=1 SV=1,3,3,3,9.2,9.2,9.2,36.668,1.46E+07,1.41E+07,1.38E+07,,1.82E+07,1.58E+07,23.7977,23.7444,23.7211,22.0116,24.1168,23.9119,0.21817,0.605103967,0.752438613,0.40762,0.583497288,0.583497288,0,0,0,2111
25Vs12.5,yeast,P0CX51;P0CX52,>sp|P0CX51|RS16A_YEAST 40S ribosomal protein S16-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS16A PE=1 SV=1;>sp|P0CX52|RS16B_YEAST 40S ribosomal protein S16-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS16B PE=1 SV=1,9,9,9,56.6,56.6,56.6,15.847,1.89E+08,2.38E+08,2.20E+08,1.87E+08,1.93E+08,1.94E+08,27.4937,27.828,27.7109,27.4798,27.5213,27.5289,0.632562,0.23304404,0.465556015,0.167533,0.583422521,0.583422521,0,0,0,1314
50Vs5,yeast,Q08245,>sp|Q08245|ZEO1_YEAST Protein ZEO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ZEO1 PE=1 SV=3,10,10,10,52.2,52.2,52.2,12.589,2.75E+08,3.00E+08,2.93E+08,1.87E+08,2.45E+08,2.26E+08,28.0374,28.1603,28.1278,27.4822,27.8676,27.7531,1.11416,0.076884713,0.286679507,0.407533,0.583405296,0.583405296,0,0,0,704
25Vs12.5,yeast,P39516;P06367,>sp|P39516|RS14B_YEAST 40S ribosomal protein S14-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS14B PE=1 SV=2;>sp|P06367|RS14A_YEAST 40S ribosomal protein S14-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS14A PE=1 SV=5,7,7,7,55.1,55.1,55.1,14.65,2.19E+08,2.49E+08,2.47E+08,2.11E+08,2.12E+08,2.14E+08,27.7095,27.892,27.8828,27.651,27.6579,27.6742,0.967919,0.1076666,0.329399564,0.167067,0.582017722,0.582017722,0,0,0,858
50Vs5,yeast,P38295,>sp|P38295|MCFS2_YEAST Medium-chain fatty acid ethyl ester synthase/esterase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EHT1 PE=1 SV=1,1,1,1,3.5,3.5,3.5,51.255,3.52E+06,2.98E+06,2.68E+06,5.21E+06,5.14E+06,4.45E+06,21.7473,21.5089,21.3564,22.3134,22.2924,22.0849,1.44365,0.036003938,0.219791479,-0.692701,-0.579951918,0.579951918,1,0,0,430
50Vs5,yeast,Q07653,>sp|Q07653|HBT1_YEAST Protein HBT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HBT1 PE=1 SV=1,2,2,2,2.9,2.9,2.9,113.61,3.26E+05,1.80E+05,2.06E+05,,1.31E+05,9.18E+04,18.3151,17.459,17.6491,22.0116,17.001,16.4869,0.133679,0.73505697,0.838194851,-0.692114,-0.57933124,0.57933124,0,0,0,2302
50Vs5,yeast,P39101,>sp|P39101|CAJ1_YEAST Protein CAJ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CAJ1 PE=1 SV=1,1,1,1,4.3,4.3,4.3,44.854,7.21E+06,,,8.33E+06,7.17E+06,7.32E+06,22.7807,21.8907,21.8201,22.9906,22.7741,22.8029,0.795055,0.160304237,0.394006199,-0.692056,-0.579269912,0.579269912,0,0,0,1068
25Vs12.5,yeast,P33201,>sp|P33201|MRT4_YEAST mRNA turnover protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRT4 PE=1 SV=1,1,1,1,6.4,6.4,6.4,27.058,3.76E+06,3.32E+06,,4.01E+06,4.54E+06,4.35E+06,21.8438,21.6647,21.9419,21.9367,22.115,22.0517,0.816124,0.152712997,0.385083205,-0.217667,-0.577797297,0.577797297,0,0,0,1041
50Vs5,yeast,P22336,>sp|P22336|RFA1_YEAST Replication factor A protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RFA1 PE=1 SV=1,1,1,1,2.4,2.4,2.4,70.347,2.12E+06,1.98E+06,2.17E+06,,3.38E+06,2.66E+06,21.0124,20.9152,21.0473,22.0116,21.6897,21.3412,1.13509,0.073267268,0.283249749,-0.689213,-0.576263802,0.576263802,0,0,0,679
50Vs5,yeast,A7A0X4;B3LT39;B5VN01;P25039,">sp|A7A0X4|EFGM_YEAS7 Elongation factor G, mitochondrial OS=Saccharomyces cerevisiae (strain YJM789) GN=MEF1 PE=3 SV=1;>sp|B3LT39|EFGM_YEAS1 Elongation factor G, mitochondrial OS=Saccharomyces cerevisiae (strain RM11-1a) GN=MEF1 PE=3 SV=1;>sp|B5VN01|EFGM_Y",1,1,1,1.7,1.7,1.7,84.615,6.72E+06,1.01E+07,1.11E+07,6.12E+06,7.46E+06,7.18E+06,22.6809,23.2687,23.4003,22.5462,22.8308,22.7765,0.628105,0.235447997,0.465399843,0.3988,0.574171262,0.574171262,0,0,0,1328
25Vs12.5,yeast,P38264,>sp|P38264|PHO88_YEAST Inorganic phosphate transport protein PHO88 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PHO88 PE=1 SV=1,3,3,3,24.5,24.5,24.5,21.137,6.27E+06,7.01E+06,7.23E+06,6.26E+06,6.60E+06,5.48E+06,22.5793,22.7413,22.785,22.5785,22.6536,22.3847,0.601842,0.250125517,0.479255097,0.162933,0.56955541,0.56955541,0,0,0,1370
50Vs5,yeast,P12688;P18961,>sp|P12688|YPK1_YEAST Serine/threonine-protein kinase YPK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPK1 PE=1 SV=2;>sp|P18961|YPK2_YEAST Serine/threonine-protein kinase YPK2/YKR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) G,2,2,2,2.6,2.6,2.6,76.479,5.47E+06,5.83E+06,2.96E+06,7.68E+06,6.66E+06,7.62E+06,22.3827,22.4759,21.4962,22.8722,22.668,22.8606,0.779701,0.166072988,0.395950585,-0.681999,-0.568635917,0.568635917,0,0,0,1101
50Vs5,yeast,P11353,>sp|P11353|HEM6_YEAST Coproporphyrinogen-III oxidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HEM13 PE=1 SV=2,1,1,1,4.6,4.6,4.6,37.711,1.21E+07,2.52E+07,1.15E+07,1.10E+07,1.19E+07,1.18E+07,23.5248,24.5879,23.4544,23.3913,23.5055,23.4919,0.400097,0.398018263,0.600803876,0.392799,0.567825969,0.567825969,0,0,0,1739
50Vs5,yeast,A6ZP43;Q08601,>sp|A6ZP43|MCA1_YEAS7 Metacaspase-1 OS=Saccharomyces cerevisiae (strain YJM789) GN=MCA1 PE=3 SV=2;>sp|Q08601|MCA1_YEAST Metacaspase-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MCA1 PE=1 SV=2,1,1,1,2.8,2.8,2.8,47.982,1.87E+06,2.64E+06,1.77E+06,,,2.08E+06,20.8342,21.3297,20.755,22.0116,21.964,20.9858,0.668112,0.214727664,0.448060508,-0.680861,-0.567432627,0.567432627,0,0,0,1258
25Vs12.5,yeast,P38116,>sp|P38116|ARL1_YEAST ADP-ribosylation factor-like protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARL1 PE=1 SV=4,2,2,2,13.7,13.7,13.7,20.434,4.74E+06,4.60E+06,4.07E+06,4.08E+06,3.84E+06,4.06E+06,22.1779,22.1333,21.9562,21.9585,21.8729,21.9513,0.802786,0.157475864,0.389608052,0.161567,0.565437481,0.565437481,0,0,0,1061
50Vs0.5,yeast,P15274,>sp|P15274|AMPD_YEAST AMP deaminase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AMD1 PE=1 SV=2,3,3,3,4.1,4.1,4.1,93.3,2.61E+06,1.64E+06,1.54E+06,2.88E+06,,2.39E+06,21.3146,20.6478,20.555,21.459,22.1527,21.1872,0.747106,0.179016887,0.406856561,-0.760501,-0.564057728,0.564057728,0,0,0,1155
50Vs0.5,yeast,P29453,>sp|P29453|RL8B_YEAST 60S ribosomal protein L8-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL8B PE=1 SV=3,18,18,3,59.4,59.4,12.9,28.111,3.04E+07,3.53E+07,3.35E+07,1.78E+07,2.09E+07,2.12E+07,24.8577,25.0735,24.9982,24.083,24.3189,24.3403,1.70535,0.019708338,0.187443431,0.729067,0.562067159,0.562067159,1,0,0,276
25Vs12.5,yeast,P16550,>sp|P16550|APA1_YEAST Protein APA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=APA1 PE=1 SV=4,5,5,5,28.7,28.7,28.7,36.492,4.40E+07,3.60E+07,3.31E+07,4.23E+07,4.39E+07,4.38E+07,25.3906,25.1008,24.9808,25.3356,25.3893,25.3845,0.64601,0.225938375,0.455871048,-0.2124,-0.561919455,0.561919455,0,0,0,1301
50Vs0.5,yeast,P41057,>sp|P41057|RS29A_YEAST 40S ribosomal protein S29-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS29A PE=1 SV=3,3,2,2,55.4,35.7,35.7,6.6606,1.66E+07,2.24E+07,2.52E+07,1.13E+07,1.11E+07,1.65E+07,23.9849,24.4191,24.5875,23.4269,23.3988,23.9795,0.967818,0.107691642,0.329092621,0.728766,0.561839601,0.561839601,0,0,0,859
25Vs12.5,yeast,P32471,>sp|P32471|EF1B_YEAST Elongation factor 1-beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EFB1 PE=1 SV=4,7,7,7,62.6,62.6,62.6,22.627,3.90E+08,3.37E+08,3.66E+08,4.03E+08,4.39E+08,4.22E+08,28.5372,28.3292,28.4468,28.5876,28.7085,28.6538,1.03211,0.092873112,0.309773723,-0.212233,-0.561416018,0.561416018,0,0,0,787
25Vs12.5,yeast,P38892,>sp|P38892|CRG1_YEAST Probable S-adenosylmethionine-dependent methyltransferase CRG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CRG1 PE=1 SV=1,4,4,4,17.5,17.5,17.5,33.785,1.93E+07,1.70E+07,1.76E+07,2.06E+07,2.25E+07,1.93E+07,24.1993,24.0148,24.0709,24.298,24.4226,24.2008,0.892191,0.128176675,0.346156143,-0.212133,-0.56111456,0.56111456,0,0,0,972
25Vs12.5,yeast,P43590,>sp|P43590|YFH6_YEAST Uncharacterized peptidase YFR006W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YFR006W PE=1 SV=1,4,4,4,8.4,8.4,8.4,61.753,1.61E+07,1.80E+07,1.91E+07,1.56E+07,1.68E+07,1.51E+07,23.9442,24.0975,24.1835,23.8977,24.0037,23.8451,0.702836,0.198227544,0.430751078,0.159567,0.559408302,0.559408302,0,0,0,1208
50Vs0.5,yeast,P14120,>sp|P14120|RL30_YEAST 60S ribosomal protein L30 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL30 PE=1 SV=3,2,2,2,29.5,29.5,29.5,11.415,7.72E+07,7.77E+07,7.79E+07,4.60E+07,4.55E+07,4.96E+07,26.2028,26.2115,26.2149,25.4538,25.4385,25.5649,2.51752,0.003037246,0.080533044,0.724,0.558236468,0.558236468,1,0,0,99
25Vs12.5,yeast,P15303,>sp|P15303|SEC23_YEAST Protein transport protein SEC23 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC23 PE=1 SV=1,4,4,4,8.7,8.7,8.7,85.384,2.06E+07,1.53E+07,2.08E+07,2.78E+07,1.87E+07,1.95E+07,24.2994,23.8703,24.3077,24.7308,24.1603,24.219,0.338384,0.458792173,0.648884404,-0.2109,-0.557397571,0.557397571,0,0,0,1856
50Vs0.5,yeast,P39926,>sp|P39926|SSO2_YEAST Protein SSO2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSO2 PE=1 SV=2,1,1,1,4.4,4.4,4.4,33.733,6.22E+06,6.97E+06,6.08E+06,,,2.65E+06,22.569,22.7334,22.5345,22.1921,22.1527,21.3386,0.893,0.12793813,0.346224322,0.717834,0.553574925,0.553574925,0,0,0,970
50Vs5,yeast,P25631,>sp|P25631|YCU1_YEAST Ankyrin repeat-containing protein YCR051W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YCR051W PE=1 SV=1,1,1,1,8.1,8.1,8.1,24.694,2.37E+06,2.03E+06,2.28E+06,,2.92E+06,3.56E+06,21.1758,20.9543,21.12,22.0116,21.4768,21.7646,1.23633,0.058032329,0.264011895,-0.667647,-0.553460506,0.553460506,0,0,0,577
50Vs5,yeast,P47124,>sp|P47124|HOC1_YEAST Putative glycosyltransferase HOC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HOC1 PE=1 SV=3,1,1,1,2.5,2.5,2.5,46.296,1.67E+07,1.56E+07,1.68E+07,,2.12E+07,2.22E+07,23.9929,23.8955,24.0028,22.0116,24.3409,24.4045,0.168302,0.678731492,0.80039091,0.378054,0.552235011,0.552235011,0,0,0,2226
25Vs12.5,yeast,P49954,>sp|P49954|NIT3_YEAST Probable hydrolase NIT3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NIT3 PE=1 SV=1,1,1,1,4.8,4.8,4.8,32.549,7.11E+06,6.91E+06,5.92E+06,5.52E+06,6.39E+06,5.96E+06,22.7611,22.7212,22.4983,22.3967,22.6079,22.5058,0.57807,0.264198289,0.489083574,0.156734,0.55086797,0.55086797,0,0,0,1418
50Vs5,yeast,Q06252,>sp|Q06252|YL179_YEAST Uncharacterized protein YLR179C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLR179C PE=1 SV=1,4,4,4,25.4,25.4,25.4,22.151,2.28E+07,1.56E+07,1.90E+07,2.92E+07,3.07E+07,3.01E+07,24.4437,23.8982,24.1766,24.7979,24.8699,24.8455,1.27871,0.052636863,0.25587364,-0.664934,-0.550591854,0.550591854,0,0,0,540
50Vs5,yeast,A7A1I2;B3RHI0;C7GVT8;C8ZDR4;E7NKW8;E7Q714;E7QIA1;Q05905;E7KFU6;E7LXU7;E7KS00,>sp|A7A1I2|HRI1_YEAS7 Protein HRI1 OS=Saccharomyces cerevisiae (strain YJM789) GN=HRI1 PE=3 SV=1;>sp|B3RHI0|HRI1_YEAS1 Protein HRI1 OS=Saccharomyces cerevisiae (strain RM11-1a) GN=HRI1 PE=3 SV=1;>sp|C7GVT8|HRI1_YEAS2 Protein HRI1 OS=Saccharomyces cerevisia,2,2,2,13.9,13.9,13.9,27.528,1.14E+07,1.13E+07,1.02E+07,,1.26E+07,1.13E+07,23.4415,23.4342,23.279,22.0116,23.583,23.4339,0.272692,0.533713269,0.703665158,0.375386,0.549413941,0.549413941,0,0,0,1991
25Vs12.5,yeast,A7A261;P43603,>sp|A7A261|LSB3_YEAS7 LAS seventeen-binding protein 3 OS=Saccharomyces cerevisiae (strain YJM789) GN=LSB3 PE=3 SV=2;>sp|P43603|LSB3_YEAST LAS seventeen-binding protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LSB3 PE=1 SV=3,1,1,1,2.8,2.8,2.8,49.343,4.79E+06,4.72E+06,6.77E+06,4.41E+06,4.88E+06,5.13E+06,22.1902,22.1703,22.6901,22.0725,22.219,22.2909,0.317795,0.481066373,0.664281551,0.156067,0.548857239,0.548857239,0,0,0,1901
25Vs12.5,yeast,P43588,>sp|P43588|RPN11_YEAST 26S proteasome regulatory subunit RPN11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPN11 PE=1 SV=1,4,4,4,15.4,15.4,15.4,34.398,1.41E+07,1.30E+07,1.83E+07,1.03E+07,1.30E+07,1.81E+07,23.7517,23.6301,24.1233,23.2959,23.6328,24.1087,0.199264,0.632027536,0.769157294,0.1559,0.548353803,0.548353803,0,0,0,2157
50Vs5,yeast,P07278,>sp|P07278|KAPR_YEAST cAMP-dependent protein kinase regulatory subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BCY1 PE=1 SV=4,3,3,3,9.9,9.9,9.9,47.218,1.63E+07,1.31E+07,1.44E+07,,1.82E+07,1.86E+07,23.9589,23.6464,23.7823,22.0116,24.1153,24.1475,0.184155,0.654402576,0.783313617,0.371054,0.544833404,0.544833404,0,0,0,2193
25Vs12.5,yeast,P14120,>sp|P14120|RL30_YEAST 60S ribosomal protein L30 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL30 PE=1 SV=3,3,3,3,41,41,41,11.415,6.42E+07,6.27E+07,6.41E+07,4.57E+07,6.05E+07,6.77E+07,25.9354,25.9015,25.9342,25.4447,25.8511,26.0123,0.339073,0.458064885,0.648904653,0.154333,0.543629941,0.543629941,0,0,0,1853
25Vs12.5,yeast,P53731,>sp|P53731|ARPC2_YEAST Actin-related protein 2/3 complex subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARC35 PE=1 SV=1,3,3,3,10.5,10.5,10.5,39.566,1.28E+07,1.09E+07,1.21E+07,1.00E+07,1.08E+07,1.14E+07,23.6092,23.3764,23.5335,23.2545,23.3606,23.4446,0.650551,0.223588262,0.453920485,0.153134,0.540015449,0.540015449,0,0,0,1293
50Vs0.5,yeast,Q02486,">sp|Q02486|ABF2_YEAST ARS-binding factor 2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ABF2 PE=1 SV=1",3,3,3,16.9,16.9,16.9,21.561,1.54E+07,1.56E+07,1.49E+07,1.00E+07,8.99E+06,9.24E+06,23.8741,23.8915,23.8287,23.2585,23.0996,23.1392,2.27233,0.005341583,0.106224667,0.699,0.539336276,0.539336276,1,0,0,132
25Vs12.5,yeast,O13547,>sp|O13547|CCW14_YEAST Covalently-linked cell wall protein 14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CCW14 PE=1 SV=1,2,2,2,17.6,17.6,17.6,23.268,6.77E+07,6.53E+07,6.21E+07,7.44E+07,7.56E+07,7.48E+07,26.0128,25.9608,25.8891,26.1485,26.1716,26.1563,1.51733,0.030385753,0.208257444,-0.204567,-0.538306176,0.538306176,1,0,0,383
25Vs12.5,yeast,P07264,>sp|P07264|LEUC_YEAST 3-isopropylmalate dehydratase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LEU1 PE=1 SV=3,3,3,3,3.7,3.7,3.7,85.793,2.09E+07,2.12E+07,1.79E+07,1.91E+07,1.85E+07,1.64E+07,24.3138,24.3385,24.096,24.1868,24.1406,23.9639,0.558648,0.276281624,0.49776202,0.152334,0.537603777,0.537603777,0,0,0,1457
50Vs0.5,yeast,Q00711,">sp|Q00711|DHSA_YEAST Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SDH1 PE=1 SV=1",5,5,5,11.4,11.4,11.4,70.229,1.52E+07,1.79E+07,1.97E+07,,1.71E+07,1.53E+07,23.8561,24.0926,24.2307,22.1921,24.0293,23.8688,0.438833,0.364055,0.574650857,0.696402,0.537372168,0.537372168,0,0,0,1663
25Vs12.5,yeast,P12688;P18961,>sp|P12688|YPK1_YEAST Serine/threonine-protein kinase YPK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPK1 PE=1 SV=2;>sp|P18961|YPK2_YEAST Serine/threonine-protein kinase YPK2/YKR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) G,2,2,2,2.6,2.6,2.6,76.479,6.61E+06,4.76E+06,4.77E+06,6.78E+06,4.55E+06,7.43E+06,22.657,22.1824,22.1843,22.692,22.1175,22.8253,0.277985,0.527248072,0.699709903,-0.2037,-0.535692528,0.535692528,0,0,0,1978
50Vs5,yeast,Q6Q547,>sp|Q6Q547|NOP10_YEAST H/ACA ribonucleoprotein complex subunit 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOP10 PE=1 SV=1,1,1,1,17.2,17.2,17.2,6.6356,2.38E+06,2.05E+06,2.13E+06,1.59E+06,1.70E+06,1.82E+06,21.1846,20.9654,21.0252,20.5995,20.6984,20.7947,1.27771,0.052758204,0.255989435,0.360867,0.53406195,0.53406195,0,0,0,541
50Vs0.5,yeast,P39935,>sp|P39935|IF4F1_YEAST Eukaryotic initiation factor 4F subunit p150 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TIF4631 PE=1 SV=2,8,8,8,9.7,9.7,9.7,107.1,3.86E+07,3.61E+07,4.35E+07,3.03E+07,2.05E+07,2.31E+07,25.2032,25.1039,25.3759,24.8551,24.2895,24.4626,1.18857,0.064778368,0.275596783,0.691933,0.533993569,0.533993569,0,0,0,617
25Vs12.5,yeast,P28272,>sp|P28272|PYRD_YEAST Dihydroorotate dehydrogenase (fumarate) OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=URA1 PE=1 SV=1,10,10,10,54.5,54.5,54.5,34.801,2.05E+08,1.91E+08,1.84E+08,2.18E+08,2.24E+08,2.25E+08,27.6129,27.5102,27.4559,27.7003,27.7404,27.7461,1.28165,0.052281736,0.257002916,-0.2026,-0.532376479,0.532376479,0,0,0,534
50Vs0.5,yeast,P00729,>sp|P00729|CBPY_YEAST Carboxypeptidase Y OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRC1 PE=1 SV=1,4,4,4,10.5,10.5,10.5,59.801,4.62E+07,3.78E+07,4.62E+07,2.48E+07,2.89E+07,2.69E+07,25.4615,25.1702,25.461,24.5617,24.7823,24.6799,1.56568,0.027184416,0.202150399,0.6896,0.532229803,0.532229803,1,0,0,353
50Vs0.5,yeast,P53337,>sp|P53337|ERV29_YEAST ER-derived vesicles protein ERV29 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERV29 PE=1 SV=1,1,1,1,3.9,3.9,3.9,35.012,8.24E+06,1.01E+07,5.79E+06,,4.46E+06,5.49E+06,22.9749,23.2687,22.4648,22.1921,22.0871,22.3897,0.944647,0.113593374,0.333911094,0.679835,0.524847388,0.524847388,0,0,0,893
25Vs12.5,yeast,P00447,">sp|P00447|SODM_YEAST Superoxide dismutase [Mn], mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SOD2 PE=1 SV=1",5,5,5,48.5,48.5,48.5,25.774,1.60E+08,1.31E+08,1.38E+08,1.60E+08,1.63E+08,1.68E+08,27.2522,26.9688,27.0408,27.2541,27.2822,27.3255,0.824699,0.149727302,0.379376611,-0.200001,-0.524541562,0.524541562,0,0,0,1036
25Vs12.5,yeast,P39726,">sp|P39726|GCSH_YEAST Glycine cleavage system H protein, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GCV3 PE=1 SV=3",1,1,1,9.4,9.4,9.4,18.793,7.48E+06,6.30E+06,6.87E+06,,8.00E+06,7.97E+06,22.8348,22.5867,22.7108,21.8307,22.932,22.9257,0.136718,0.729931322,0.835616973,0.147951,0.524390832,0.524390832,0,0,0,2293
25Vs12.5,yeast,P09064,>sp|P09064|IF2B_YEAST Eukaryotic translation initiation factor 2 subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SUI3 PE=1 SV=2,3,3,3,8.8,8.8,8.8,31.574,1.09E+07,1.00E+07,1.05E+07,1.08E+07,1.28E+07,1.24E+07,23.3715,23.2531,23.3176,23.3675,23.6086,23.5653,0.87142,0.134455942,0.356152218,-0.199734,-0.523736666,0.523736666,0,0,0,991
25Vs12.5,yeast,P38145,>sp|P38145|RISA_YEAST Riboflavin synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RIB5 PE=1 SV=1,1,1,1,6.7,6.7,6.7,26.195,5.97E+06,5.74E+06,5.72E+06,8.03E+06,5.98E+06,6.18E+06,22.5102,22.4517,22.4464,22.9372,22.5108,22.5588,0.551187,0.281069033,0.501908988,-0.1995,-0.523031252,0.523031252,0,0,0,1470
25Vs12.5,yeast,P47079,>sp|P47079|TCPQ_YEAST T-complex protein 1 subunit theta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CCT8 PE=1 SV=1,4,4,4,7.6,7.6,7.6,61.662,4.20E+06,3.92E+06,5.47E+06,,4.33E+06,4.11E+06,22.0036,21.9027,22.3818,21.8307,22.0453,21.9696,0.345803,0.451021246,0.643790522,0.147483,0.522980004,0.522980004,0,0,0,1839
25Vs12.5,yeast,P23724,>sp|P23724|PSB1_YEAST Proteasome component C5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRE7 PE=1 SV=1,1,1,1,4.1,4.1,4.1,26.871,3.69E+06,3.07E+06,3.87E+06,3.93E+06,4.05E+06,4.17E+06,21.8153,21.55,21.8846,21.9056,21.9495,21.9918,0.702407,0.198423452,0.4304641,-0.199,-0.521523958,0.521523958,0,0,0,1210
50Vs5,yeast,P36017,>sp|P36017|VPS21_YEAST Vacuolar protein sorting-associated protein 21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VPS21 PE=1 SV=1,3,3,2,22.9,22.9,17.6,23.081,7.22E+06,6.20E+06,6.93E+06,9.51E+06,1.37E+07,8.97E+06,22.7838,22.5643,22.7247,23.1806,23.7026,23.096,1.06081,0.086934067,0.301057951,-0.635466,-0.519433201,0.519433201,0,0,0,758
25Vs12.5,yeast,P31787,>sp|P31787|ACBP_YEAST Acyl-CoA-binding protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ACB1 PE=1 SV=3,4,4,4,67.8,67.8,67.8,10.061,1.76E+08,1.42E+08,1.62E+08,1.71E+08,1.84E+08,1.95E+08,27.3932,27.0853,27.2744,27.3519,27.4559,27.5376,0.70027,0.199402225,0.431162142,-0.1975,-0.517002074,0.517002074,0,0,0,1214
50Vs0.5,yeast,P32445,">sp|P32445|RIM1_YEAST Single-stranded DNA-binding protein RIM1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RIM1 PE=1 SV=1",3,3,3,23.7,23.7,23.7,15.386,8.84E+06,9.81E+06,1.24E+07,,7.74E+06,7.25E+06,23.0756,23.2253,23.5651,22.1921,22.8848,22.7891,0.903554,0.124866518,0.343219486,0.666668,0.514893034,0.514893034,0,0,0,955
25Vs12.5,yeast,P11154,>sp|P11154|PYC1_YEAST Pyruvate carboxylase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PYC1 PE=1 SV=2,13,1,1,14.9,2.8,2.8,130.1,1.36E+07,1.23E+07,1.20E+07,1.39E+07,1.23E+07,1.76E+07,23.6948,23.5478,23.5141,23.7292,23.5512,24.0651,0.460857,0.346053304,0.560388601,-0.196267,-0.513285085,0.513285085,0,0,0,1621
